Full company name,Payments to Governments Report_x,Country,Year,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report_y,ISO Code,Start Date,End Date
TORETSKVUHILLIA SE,86122413.0,Ukraine,2020,State-owned enterprises & public corporations,33839013,Mining,Coal,,https://toretskvugillya.com.ua/finance/018-%D0%A0%D1%96%D1%87%D0%BD%D0%B0-%D1%84%D1%96%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0-%D0%B7%D0%B2%D1%96%D1%82%D0%BD%D1%96%D1%81%D1%82%D1%8C-%D0%B7%D0%B0-2020-%D1%80%D1%96%D0%BA.pdf,86122413.44,UKR,2020-01-01,2020-12-31
UKRGAZVYDOBUTOK PRJSC,368400414.0,Ukraine,2020,Private,25635581,Oil & Gas,Oil and gas,,https://ukrgv.com/files/zvit.pdf,368400414.93,UKR,2020-01-01,2020-12-31
UKRGAZVYDOBUVANNYA JSC,26531601433.0,Ukraine,2020,State-owned enterprises & public corporations,30019775,Oil & Gas,Oil and gas,,https://ugv.com.ua/uploads/Financial_Report_Separate.2020_AT_Ukrgazvidobuvannya_.pdf.10672318.6af54328883fa6f9c297fad89317ef63f50f8756.pdf,26531601433.2,UKR,2020-01-01,2020-12-31
UKRNAFTA PJSC,45600902727.0,Ukraine,2020,State-owned enterprises & public corporations,135390,Oil & Gas,Oil and gas,,https://www.ukrnafta.com/data/Investor_docs/30.04.2021/Ukrnafta%20Separate%20FS%20with%20Auditor's%20report%202020%20UKR_.pdf,45600902727.38,UKR,2020-01-01,2020-12-31
UKRTRANSGAZ JSC,3695187588.0,Ukraine,2020,State-owned enterprises & public corporations,30019801,Oil & Gas,Oil and gas,,https://utg.ua/img/menu/company/docs/2021/%D0%A3%D0%A2%D0%93_%D1%84%D1%96%D0%BD.pdf,3695187587.77,UKR,2020-01-01,2020-12-31
UKRTRANSNAFTA JSC,506690308.0,Ukraine,2020,State-owned enterprises & public corporations,31570412,Oil & Gas,Oil and gas,,https://www.ukrtransnafta.com/wp-content/uploads/2021/03/UTN_Stand-alone_20fsu_with-signatures.pdf,506690308.57,UKR,2020-01-01,2020-12-31
UNITED MINING AND CHEMICAL COMPANY JSC,222091506.0,Ukraine,2020,State-owned enterprises & public corporations,36716128,Mining,Titanium ores,,https://f984837a-9cb8-4fcf-9ff2-c67f8723d19c.filesusr.com/archives/fe2072_ee1dbcf9fcb745aa9f5e3030cfbc4ff7.zip?dn=upravlinnia.zip,222091505.94,UKR,2020-01-01,2020-12-31
VELTA LLC,2849467.0,Ukraine,2020,Private,30912734,Mining,Titanium ores,,https://bit.ly/3El2zod,2849467.38,UKR,2020-01-01,2020-12-31
VOLYNVUHILLIA SE,41906474.0,Ukraine,2020,State-owned enterprises & public corporations,32365965,Mining,Coal,,,41906475.42,UKR,2020-01-01,2020-12-31
VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC,2010646969.0,Ukraine,2020,Private,33152471,Oil & Gas,Oil and gas,,https://unb.ua/Zvit_audytora_2020.pdf,2010646969.92,UKR,2020-01-01,2020-12-31
YERYSTIV IRON-ORE ENRICHMENT WORKS LLC,150484561.0,Ukraine,2020,Private,35713283,Mining,Iron ores,,https://ferrexpoyeristovomine.com/wp-content/uploads/2021/04/FS-signed.pdf,150484560.88,UKR,2020-01-01,2020-12-31
ZAKHIDNADRASERVICE LLC,95792400.0,Ukraine,2020,Private,36282935,Oil & Gas,Oil and gas,,http://www.zns.com.ua/upload/zns/FS'20_ZNS_signed.pdf,95792400.26,UKR,2020-01-01,2020-12-31
AGGREGATE INDUSTRIES UK LTD,5484218.0,United Kingdom,2018,Private,245717,Mining,"Cement, Aggregates",https://www.aggregate.com/,https://beta.companieshouse.gov.uk/company/00245717,5484218,GBR,2018-01-01,2018-12-31
ALBION STONE,383334.0,United Kingdom,2018,Private,1767530,Mining,Portland Stone,https://www.albionstone.com/,https://beta.companieshouse.gov.uk/company/01767530,383334,GBR,2018-01-01,2018-12-31
ALPHA PETROLEUM,1378891.0,United Kingdom,2018,Private,3949599,Oil & Gas,Gas,https://www.alphapetroleum.com/,https://beta.companieshouse.gov.uk/company/03949599,1378891,GBR,2018-01-01,2018-12-31
ANASURIA HIBISCUS UK LTD,3480551.0,United Kingdom,2018,Private,9696268,Oil & Gas,Oil & Gas,https://www.anasuria.co.uk/,https://beta.companieshouse.gov.uk/company/09696268,3480551,GBR,2018-01-01,2018-12-31
APACHE CORPORATION,179798507.0,United Kingdom,2018,Private,4614761,Oil & Gas,Oil & Gas,http://www.apachecorp.com/,https://beta.companieshouse.gov.uk/company/04614761,179798507,GBR,2018-01-01,2018-12-31
BHP BILLITON PETROLEUM GREAT BRITAIN LTD,10432040.0,United Kingdom,2018,Private,810819,Oil & Gas,Oil & Gas,https://www.bhp.com/,https://beta.companieshouse.gov.uk/company/00810819,10432040,GBR,2018-01-01,2018-12-31
BP UK GROUP,-89369178.0,United Kingdom,2018,Private,305943,Oil & Gas,Oil & Gas,https://www.bp.com/,https://beta.companieshouse.gov.uk/company/00305943,-89369178,GBR,2018-01-01,2018-12-31
BREEDON GROUP PLC,14747907.0,United Kingdom,2018,,,,,,,,,,
BRETT GROUP,200577.0,United Kingdom,2018,Private,227266,Mining,Construction Materials,https://www.brett.co.uk/,https://beta.companieshouse.gov.uk/company/00227266,200577,GBR,2018-01-01,2018-12-31
BRITANNIA AGGREGATES LTD,429638.0,United Kingdom,2018,Private,2304376,Mining,Extraction of aggregates,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://beta.companieshouse.gov.uk/company/02304376,429638,GBR,2018-01-01,2018-12-31
CALENERGY GAS LTD,-105921.0,United Kingdom,2018,Private,4370508,Oil & Gas,Oil & Gas,https://www.calenergyresources.com/,https://beta.companieshouse.gov.uk/company/04370508,-105921,GBR,2018-01-01,2018-12-31
CEMEX UK MATERIALS LTD,5385978.0,United Kingdom,2018,Private,4895833,Mining,Construction Materials,https://www.cemex.co.uk/,https://beta.companieshouse.gov.uk/company/04895833,5385978,GBR,2018-01-01,2018-12-31
CENTRICA,-3943814.0,United Kingdom,2018,Private,3033654,Oil & Gas,Oil & Gas,https://www.centrica.com/,https://beta.companieshouse.gov.uk/company/03033654,-3943814,GBR,2018-01-01,2018-12-31
CHEVRON NORTH SEA LTD,124118559.0,United Kingdom,2018,Private,1546623,Oil & Gas,Oil & Gas,https://www.chevron.com/,https://beta.companieshouse.gov.uk/company/01546623,124118559,GBR,2018-01-01,2018-12-31
CHRYSAOR HOLDINGS LTD,2786142.0,United Kingdom,2018,Private,FC027988,Oil & Gas,Oil & Gas,https://www.chrysaor.com/,https://beta.companieshouse.gov.uk/company/FC027988,1393071,GBR,2018-01-01,2018-12-31
CLEVELAND POTASH LTD,1319187.0,United Kingdom,2018,Private,915392,Mining,"Potash, Salt",http://www.icl-uk.uk/,https://beta.companieshouse.gov.uk/company/00915392,1319187,GBR,2018-01-01,2018-12-31
CNR INTERNATIONAL UK INVESTMENTS LTD,-131076721.0,United Kingdom,2018,Private,813187,Oil & Gas,Oil & Gas,https://www.cnrl.com/,https://beta.companieshouse.gov.uk/company/00813187/filing-history,-131076721,GBR,2018-01-01,2018-12-31
CONOCOPHILLIPS UK LTD,204479165.0,United Kingdom,2018,Private,524868,Oil & Gas,Oil & Gas,https://www.conocophillips.co.uk/,https://beta.companieshouse.gov.uk/company/00524868,204479165,GBR,2018-01-01,2018-12-31
DANA PETROLEUM LTD,5418175.0,United Kingdom,2018,Private,3456891,Oil & Gas,Oil & Gas,https://www.dana-petroleum.com/,https://beta.companieshouse.gov.uk/company/03456891,5418175,GBR,2018-01-01,2018-12-31
DEME BUILDING MATERIALS LTD,1556900.0,United Kingdom,2018,Private,4590759,Mining,"Sand, Gravel",https://www.deme-group.com/dbm,https://beta.companieshouse.gov.uk/company/04590759,1556900,GBR,2018-01-01,2018-12-31
DYAS UK LIMITED,37909539.0,United Kingdom,2018,Private,4024945,Oil & Gas,Oil & Gas,https://onedyas.com/,https://beta.companieshouse.gov.uk/company/04024945,37909539,GBR,2018-01-01,2018-12-31
ENDEAVOUR ENERGY UK LTD,-11447478.0,United Kingdom,2018,Private,5030838,Oil & Gas,Oil & Gas,https://www.endeavourcorp.com/,https://beta.companieshouse.gov.uk/company/05030838,-11447478,GBR,2018-01-01,2018-12-31
ENI UK LTD,128994964.0,United Kingdom,2018,Private,862823,Oil & Gas,Oil & Gas,https://www.eni.com/enipedia/en_IT/international-presence/europe/enis-activities-in-the-united-kingdom.page,https://beta.companieshouse.gov.uk/company/00862823,128994964,GBR,2018-01-01,2018-12-31
ENQUEST PLC,6596155.0,United Kingdom,2018,Private,7140891,Oil & Gas,Oil & Gas,https://www.enquest.com/,https://beta.companieshouse.gov.uk/company/07140891,6596155,GBR,2018-01-01,2018-12-31
EQUINOR UK LTD (STATOIL UK LTD),2035386.0,United Kingdom,2018,Private,1285743,Oil & Gas,Oil & Gas,https://www.equinor.com/en/where-we-are/united-kingdom.html,https://beta.companieshouse.gov.uk/company/01285743,2035386,GBR,2018-01-01,2018-12-31
EXXONMOBIL INTERNATIONAL LTD,-74583976.0,United Kingdom,2018,Private,207426,Oil & Gas,Oil & Gas,https://www.exxonmobil.co.uk/Company/Overview/UK-operations/Production,https://beta.companieshouse.gov.uk/company/00207426,-74583976,GBR,2018-01-01,2018-12-31
HANSON UK GROUP,3075425.0,United Kingdom,2018,Private,485700,Mining,"Cement, Aggregates",https://www.hanson.co.uk/en,https://beta.companieshouse.gov.uk/company/00485700,3075425,GBR,2018-01-01,2018-12-31
HESS LTD,-3005266.0,United Kingdom,2018,Private,807346,Oil & Gas,Oil & Gas,https://www.hess.com/,https://beta.companieshouse.gov.uk/company/00807346,-3005266,GBR,2018-01-01,2018-12-31
HURRICANE ENERGY PLC,2026856.0,United Kingdom,2018,Private,5245689,Oil & Gas,Oil & Gas,https://www.hurricaneenergy.com/,https://beta.companieshouse.gov.uk/company/05245689,2026856,GBR,2018-01-01,2018-12-31
IGAS ENERGY PLC,1503069.0,United Kingdom,2018,Private,4981279,Oil & Gas,Oil & Gas,https://www.igasplc.com/,https://beta.companieshouse.gov.uk/company/04981279,1503069,GBR,2018-01-01,2018-12-31
INEOS INDUSTRIES,513917.0,United Kingdom,2018,Private,"SC200459, 09121775, 06981897, 10660338",Oil & Gas,Oil & Gas,https://www.ineos.com/,https://beta.companieshouse.gov.uk/company/SC200459,513917,GBR,2018-01-01,2018-12-31
IRISH SALT MINING & EXPLORATION CO. LTD,-90342.0,United Kingdom,2018,Private,NI006389,Mining,Salt Rock,https://irishsaltmines.co.uk/,https://beta.companieshouse.gov.uk/company/NI006389,-90342,GBR,2018-01-01,2018-12-31
ITHACA ENERGY UK,967662.0,United Kingdom,2018,Private,SC272009,Oil & Gas,Oil & Gas,https://www.ithacaenergy.com/,https://beta.companieshouse.gov.uk/company/SC272009,967662,GBR,2018-01-01,2018-12-31
LLANELLI SAND DREDGING LTD,241149.0,United Kingdom,2018,Private,338917,Mining,"Sand, Gravel",https://llanellisand.boskalis.com/,https://beta.companieshouse.gov.uk/company/00338917,241149,GBR,2018-01-01,2018-12-31
MARATHON OIL UK LLC,19993931.0,United Kingdom,2018,Private,FC009587,Oil & Gas,Oil & Gas,https://rockroseenergy.com/,https://beta.companieshouse.gov.uk/company/FC009587,19993931,GBR,2018-01-01,2018-12-31
MARUBENI OIL & GAS UK LTD,-187259.0,United Kingdom,2018,Private,5119283,Oil & Gas,Oil & Gas,https://europe.marubeni.com/business-areas/engery/,https://beta.companieshouse.gov.uk/company/05119283,-187259,GBR,2018-01-01,2018-12-31
NEPTUNE ENERGY (ENGIE E&P UK LTD),2287727.0,United Kingdom,2018,Private,3386464,Oil & Gas,Oil & Gas,https://www.neptuneenergy.com/,https://beta.companieshouse.gov.uk/company/03386464,2287727,GBR,2018-01-01,2018-12-31
NEXEN PETROLEUM UK LTD,465219805.0,United Kingdom,2018,Private,1051137,Oil & Gas,Oil & Gas,https://cnoocinternational.com/operations/europe/uk,https://beta.companieshouse.gov.uk/company/01051137,465219805,GBR,2018-01-01,2018-12-31
NSMP OPERATIONS LTD,193417.0,United Kingdom,2018,Private,9711370,Oil & Gas,Oil & Gas,http://www.nsmp-limited.com/,https://beta.companieshouse.gov.uk/company/09711370,193417,GBR,2018-01-01,2018-12-31
ORANJE-NASSAU ENERGIE RESOURCES LTD,2779177.0,United Kingdom,2018,Private,3531783,Oil & Gas,Oil & Gas,https://onedyas.com/,https://beta.companieshouse.gov.uk/company/03531783,2779177,GBR,2018-01-01,2018-12-31
PERENCO UK LTD,74245112.0,United Kingdom,2018,Private,4653066,Oil & Gas,Oil & Gas,https://www.perenco.com/subsidiaries/uk,https://beta.companieshouse.gov.uk/company/04653066,74245112,GBR,2018-01-01,2018-12-31
PREMIER OIL PLC,2358806.0,United Kingdom,2018,Private,SC234781,Oil & Gas,Oil & Gas,https://www.premier-oil.com/,https://beta.companieshouse.gov.uk/company/SC234781,2358806,GBR,2018-01-01,2018-12-31
REPSOL SINOPEC RESOURCES UK LTD,-27955477.0,United Kingdom,2018,Private,825828,Oil & Gas,Oil & Gas,https://www.repsolsinopecuk.com/,https://beta.companieshouse.gov.uk/company/00825828,-27955477,GBR,2018-01-01,2018-12-31
ROYAL DUTCH SHELL PLC,-191004153.0,United Kingdom,2018,Private,4366849,Oil & Gas,Oil & Gas,https://royaldutchshellplc.com/,https://beta.companieshouse.gov.uk/company/04366849,-191004153,GBR,2018-01-01,2018-12-31
SICCAR POINT ENERGY,1872925.0,United Kingdom,2018,,,,,,,,,,
SSE E&P UK LTD,-36480930.0,United Kingdom,2018,Private,SC375371,Oil & Gas,Oil & Gas,https://sse.co.uk/home,https://beta.companieshouse.gov.uk/company/SC375371,-36480930,GBR,2018-01-01,2018-12-31
SUMMIT EXPLORATION AND PRODUCTION,5606068.0,United Kingdom,2018,Private,8860426,Oil & Gas,Oil & Gas,https://summiteandp.com/,https://beta.companieshouse.gov.uk/company/08860426,5606068,GBR,2018-01-01,2018-12-31
SUNCOR ENERGY UK LTD,294700000.0,United Kingdom,2018,Private,972618,Oil & Gas,Oil & Gas,https://www.suncor.com/en-ca/about-us/exploration-and-production/united-kingdom,https://beta.companieshouse.gov.uk/company/00972618,294700000,GBR,2018-01-01,2018-12-31
TAQA BRATANI LTD,262367.0,United Kingdom,2018,Private,5975475,Oil & Gas,Oil & Gas,https://www.taqaglobal.com/our-regions/united-kingdom/overview,https://beta.companieshouse.gov.uk/company/05975475,262367,GBR,2018-01-01,2018-12-31
TARMAC HOLDINGS LIMITED,9775909.0,United Kingdom,2018,Private,7533961,Mining,Construction Materials,https://www.tarmac.com/,https://beta.companieshouse.gov.uk/company/07533961,9775909,GBR,2018-01-01,2018-12-31
THE BANKS GROUP,4259206.0,United Kingdom,2018,Private,11269831,Mining,Coal,https://www.banksgroup.co.uk/,https://beta.companieshouse.gov.uk/company/11269831,4259206,GBR,2018-01-01,2018-12-31
TOTAL E&P UK LTD,161837953.0,United Kingdom,2018,Private,1722136,Oil & Gas,Oil & Gas,https://www.total.uk/,https://beta.companieshouse.gov.uk/company/01722136,161837953,GBR,2018-01-01,2018-12-31
VAN OORD UK LTD,1880996.0,United Kingdom,2018,Private,1805156,Mining,Marine Aggregate Dredging,https://www.vanoord.com/,https://beta.companieshouse.gov.uk/company/01805156,1880996,GBR,2018-01-01,2018-12-31
VOLKER DREDGING LTD,1911858.0,United Kingdom,2018,Private,1179300,Mining,Marine Aggregate Dredging,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://beta.companieshouse.gov.uk/company/01179300,1911858,GBR,2018-01-01,2018-12-31
WESTMINSTER GRAVELS LTD,2240459.0,United Kingdom,2018,Private,2380267,Mining,Marine Aggregates,https://westminster.boskalis.com/,https://beta.companieshouse.gov.uk/company/00485700,2240459,GBR,2018-01-01,2018-12-31
AGGREGATE INDUSTRIES UK LTD,12940965.0,United Kingdom,2019,Private,245717,Mining,"Cement, Aggregates",https://www.aggregate.com/,https://beta.companieshouse.gov.uk/company/00245717,12940965,GBR,2019-01-01,2019-12-31
ALBION STONE,273695.0,United Kingdom,2019,Private,1767530,Mining,Portland Stone,https://www.albionstone.com/,https://beta.companieshouse.gov.uk/company/01767530,273695,GBR,2019-01-01,2019-12-31
ALPHA PETROLEUM,1433954.0,United Kingdom,2019,Private,3949599,Oil & Gas,Gas,https://www.alphapetroleum.com/,https://beta.companieshouse.gov.uk/company/03949599,1433954,GBR,2019-01-01,2019-12-31
ANASURIA HIBISCUS UK LTD,8063655.0,United Kingdom,2019,Private,9696268,Oil & Gas,Oil & Gas,https://www.anasuria.co.uk/,https://beta.companieshouse.gov.uk/company/09696268,8063655,GBR,2019-01-01,2019-12-31
APACHE CORPORATION,173085448.0,United Kingdom,2019,Private,4614761,Oil & Gas,Oil & Gas,http://www.apachecorp.com/,https://beta.companieshouse.gov.uk/company/04614761,173085449,GBR,2019-01-01,2019-12-31
BHP BILLITON PETROLEUM GREAT BRITAIN LTD,17071023.0,United Kingdom,2019,Private,810819,Oil & Gas,Oil & Gas,https://www.bhp.com/,https://beta.companieshouse.gov.uk/company/00810819,17071023,GBR,2019-01-01,2019-12-31
BP UK GROUP,-14759716.0,United Kingdom,2019,Private,305943,Oil & Gas,Oil & Gas,https://www.bp.com/,https://beta.companieshouse.gov.uk/company/00305943,-14759715,GBR,2019-01-01,2019-12-31
BREEDON GROUP PLC,15342783.0,United Kingdom,2019,,,,,,,,,,
BRETT GROUP,-279262.0,United Kingdom,2019,Private,227266,Mining,Construction Materials,https://www.brett.co.uk/,https://beta.companieshouse.gov.uk/company/00227266,-279262,GBR,2019-01-01,2019-12-31
BRITANNIA AGGREGATES LTD,518794.0,United Kingdom,2019,Private,2304376,Mining,Extraction of aggregates,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://beta.companieshouse.gov.uk/company/02304376,518794,GBR,2019-01-01,2019-12-31
CALENERGY GAS LTD,-348958.0,United Kingdom,2019,Private,4370508,Oil & Gas,Oil & Gas,https://www.calenergyresources.com/,https://beta.companieshouse.gov.uk/company/04370508,-348958,GBR,2019-01-01,2019-12-31
CEMEX UK MATERIALS LTD,5918630.0,United Kingdom,2019,Private,4895833,Mining,Construction Materials,https://www.cemex.co.uk/,https://beta.companieshouse.gov.uk/company/04895833,5918629,GBR,2019-01-01,2019-12-31
CENTRICA,-22517085.0,United Kingdom,2019,Private,3033654,Oil & Gas,Oil & Gas,https://www.centrica.com/,https://beta.companieshouse.gov.uk/company/03033654,-22517085,GBR,2019-01-01,2019-12-31
CHRYSAOR,206759954.0,United Kingdom,2019,Private,FC027988,Oil & Gas,Oil & Gas,https://www.chrysaor.com/,https://beta.companieshouse.gov.uk/company/FC027988,206759953,GBR,2019-01-01,2019-12-31
CLEVELAND POTASH LTD,830272.0,United Kingdom,2019,Private,915392,Mining,"Potash, Salt",http://www.icl-uk.uk/,https://beta.companieshouse.gov.uk/company/00915392,830272,GBR,2019-01-01,2019-12-31
CNOOC PETROLEUM EUROPE LIMITED (FORMERLY NEXEN PETROLEUM UK LTD),279911006.0,United Kingdom,2019,Private,1051137,Oil & Gas,Oil & Gas,https://cnoocinternational.com/operations/europe/uk,https://beta.companieshouse.gov.uk/company/01051137,279911006,GBR,2019-01-01,2019-12-31
CNR INTERNATIONAL UK INVESTMENTS LTD,17503879.0,United Kingdom,2019,Private,813187,Oil & Gas,Oil & Gas,https://www.cnrl.com/,https://beta.companieshouse.gov.uk/company/00813187/filing-history,17503879,GBR,2019-01-01,2019-12-31
DANA PETROLEUM LTD,-5846600.0,United Kingdom,2019,State-owned enterprises & public corporations,3456891,Oil & Gas,Oil & Gas,https://www.dana-petroleum.com/,https://beta.companieshouse.gov.uk/company/03456891,-5846600,GBR,2019-01-01,2019-12-31
DEME BUILDING MATERIALS LTD,1982499.0,United Kingdom,2019,Private,4590759,Mining,"Sand, Gravel",https://www.deme-group.com/dbm,https://beta.companieshouse.gov.uk/company/04590759,1982499,GBR,2019-01-01,2019-12-31
ENI UK LTD,128960520.0,United Kingdom,2019,Private,862823,Oil & Gas,Oil & Gas,https://www.eni.com/enipedia/en_IT/international-presence/europe/enis-activities-in-the-united-kingdom.page,https://beta.companieshouse.gov.uk/company/00862823,128960520,GBR,2019-01-01,2019-12-31
ENQUEST PLC,10636776.0,United Kingdom,2019,Private,7140891,Oil & Gas,Oil & Gas,https://www.enquest.com/,https://beta.companieshouse.gov.uk/company/07140891,10636775,GBR,2019-01-01,2019-12-31
EQUINOR UK LTD (STATOIL UK LTD),2782517.0,United Kingdom,2019,,,,,,,,,,
EXXONMOBIL INTERNATIONAL LTD,19001870.0,United Kingdom,2019,Private,207426,Oil & Gas,Oil & Gas,https://www.exxonmobil.co.uk/Company/Overview/UK-operations/Production,https://beta.companieshouse.gov.uk/company/00207426,19001870,GBR,2019-01-01,2019-12-31
HANSON UK GROUP,3285849.0,United Kingdom,2019,Private,485700,Mining,"Cement, Aggregates",https://www.hanson.co.uk/en,https://beta.companieshouse.gov.uk/company/00485700,3285850,GBR,2019-01-01,2019-12-31
HURRICANE ENERGY PLC,2326815.0,United Kingdom,2019,Private,5245689,Oil & Gas,Oil & Gas,https://www.hurricaneenergy.com/,https://beta.companieshouse.gov.uk/company/05245689,2326815,GBR,2019-01-01,2019-12-31
IGAS ENERGY PLC,1168034.0,United Kingdom,2019,Private,4981279,Oil & Gas,Oil & Gas,https://www.igasplc.com/,https://beta.companieshouse.gov.uk/company/04981279,1168033,GBR,2019-01-01,2019-12-31
INEOS INDUSTRIES,2175827.0,United Kingdom,2019,Private,"SC200459, 09121775, 06981897, 10660338",Oil & Gas,Oil & Gas,https://www.ineos.com/,https://beta.companieshouse.gov.uk/company/SC200459,2175826,GBR,2019-01-01,2019-12-31
IRANIAN OIL COMPANY (U.K.) LTD,15568268.0,United Kingdom,2019,Private,1019769,Oil & Gas,Oil & Gas,Not available,https://beta.companieshouse.gov.uk/company/01019769,15568268,GBR,2019-01-01,2019-12-31
IRISH SALT MINING & EXPLORATION CO. LTD,1927758.0,United Kingdom,2019,Private,NI006389,Mining,Salt Rock,https://irishsaltmines.co.uk/,https://beta.companieshouse.gov.uk/company/NI006389,1927758,GBR,2019-01-01,2019-12-31
ITHACA ENERGY UK,167738698.0,United Kingdom,2019,Private,SC272009,Oil & Gas,Oil & Gas,https://www.ithacaenergy.com/,https://beta.companieshouse.gov.uk/company/SC272009,167738697,GBR,2019-01-01,2019-12-31
JX NIPPON EXPLORATION AND PRODUCTION (U.K.) LIMITED,-9273409.0,United Kingdom,2019,,,,,,,,,,
LLANELLI SAND DREDGING LTD,346853.0,United Kingdom,2019,Private,338917,Mining,"Sand, Gravel",https://llanellisand.boskalis.com/,https://beta.companieshouse.gov.uk/company/00338917,346853,GBR,2019-01-01,2019-12-31
NEPTUNE ENERGY (ENGIE E&P UK LTD),2922325.0,United Kingdom,2019,,,,,,,,,,
NOBLE ENERGY GROUP,-707062.0,United Kingdom,2019,Private,797339,Oil & Gas,Oil & Gas,https://www.nblenergy.com/,https://beta.companieshouse.gov.uk/company/00797339,-707062,GBR,2019-01-01,2019-12-31
NSMP OPERATIONS LTD,193419.0,United Kingdom,2019,Private,9711370,Oil & Gas,Oil & Gas,http://www.nsmp-limited.com/,https://beta.companieshouse.gov.uk/company/09711370,193419,GBR,2019-01-01,2019-12-31
ONE-DYAS UK LTD (FORMERLY ORANJE-NASSAU ENERGIE RESOURCES LTD),26076874.0,United Kingdom,2019,Private,3531783,Oil & Gas,Oil & Gas,https://onedyas.com/,https://beta.companieshouse.gov.uk/company/03531783,26076874,GBR,2019-01-01,2019-12-31
PERENCO UK LTD,92558022.0,United Kingdom,2019,Private,4653066,Oil & Gas,Oil & Gas,https://www.perenco.com/subsidiaries/uk,https://beta.companieshouse.gov.uk/company/04653066,92558022,GBR,2019-01-01,2019-12-31
PREMIER OIL PLC,2731414.0,United Kingdom,2019,Private,SC234781,Oil & Gas,Oil & Gas,https://www.premier-oil.com/,https://beta.companieshouse.gov.uk/company/SC234781,2731413,GBR,2019-01-01,2019-12-31
REPSOL SINOPEC RESOURCES UK LTD,-58025072.0,United Kingdom,2019,Private,825828,Oil & Gas,Oil & Gas,https://www.repsolsinopecuk.com/,https://beta.companieshouse.gov.uk/company/00825828,-58025073,GBR,2019-01-01,2019-12-31
ROCKROSE UKCS8 LLC (FORMERLY MARATHON OIL UK LLC),17393189.0,United Kingdom,2019,Private,FC009587,Oil & Gas,Oil & Gas,https://rockroseenergy.com/,https://beta.companieshouse.gov.uk/company/FC009587,17393189,GBR,2019-01-01,2019-12-31
ROYAL DUTCH SHELL PLC,-108232584.0,United Kingdom,2019,Private,4366849,Oil & Gas,Oil & Gas,https://royaldutchshellplc.com/,https://beta.companieshouse.gov.uk/company/04366849,-108232585,GBR,2019-01-01,2019-12-31
SAGE NORTH SEA LTD,190607.0,United Kingdom,2019,Private,FC033971,Oil & Gas,Oil & Gas,https://www.ancala.com/,https://beta.companieshouse.gov.uk/company/FC033971,190607,GBR,2019-01-01,2019-12-31
SAINT-GOBAIN LTD,16500000.0,United Kingdom,2019,Private,3291592,Mining,Construction Materials,http://www.saint-gobain.co.uk/,https://beta.companieshouse.gov.uk/company/03291592,16500000,GBR,2019-01-01,2019-12-31
SICCAR POINT ENERGY,2983584.0,United Kingdom,2019,Private,9102478,Oil & Gas,Oil & Gas,http://www.siccarpointenergy.co.uk/,https://beta.companieshouse.gov.uk/company/09102478,2983583,GBR,2019-01-01,2019-12-31
SUMMIT EXPLORATION AND PRODUCTION,7435000.0,United Kingdom,2019,Private,8860426,Oil & Gas,Oil & Gas,https://summiteandp.com/,https://beta.companieshouse.gov.uk/company/08860426,7435000,GBR,2019-01-01,2019-12-31
SUNCOR ENERGY UK LTD,206500000.0,United Kingdom,2019,Private,972618,Oil & Gas,Oil & Gas,https://www.suncor.com/en-ca/about-us/exploration-and-production/united-kingdom,https://beta.companieshouse.gov.uk/company/00972618,206500000,GBR,2019-01-01,2019-12-31
